DAY,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,PRECIPITATION
19/10/1976,14,8.8,11.4,0.1
20/10/1976,15.1,9.7,12.4,0
21/10/1976,15.8,8.2,12,0
22/10/1976,16.8,6,11.4,0
23/10/1976,14.2,5,9.6,0
24/10/1976,13.8,5.6,9.7,0
25/10/1976,17.7,8.9,13.3,0
26/10/1976,17.6,12.2,14.9,1.8
27/10/1976,16.2,11.4,13.8,9.2
28/10/1976,16,11,13.5,0.4
29/10/1976,17.3,10.4,13.8,4.8
30/10/1976,17,12.7,14.9,22.1
31/10/1976,19.8,9.6,14.7,0
01/11/1976,17.1,9.3,13.2,0
02/11/1976,15.9,8.5,12.2,0
03/11/1976,13.8,9.2,11.5,0.8
04/11/1976,13.9,8.1,11,1.8
05/11/1976,14.4,8.5,11.5,1.6
06/11/1976,17.7,10,13.9,1.6
07/11/1976,16.4,6.3,11.4,1.6
08/11/1976,15.8,6.5,11.2,0.6
09/11/1976,13.6,7.4,10.5,0.4
10/11/1976,15,5.4,10.2,0.8
11/11/1976,18.3,11.2,14.7,1.2
12/11/1976,11.9,8.9,10.4,2.3
13/11/1976,12.5,8.6,10.6,2.2
14/11/1976,12.8,9.4,11.1,30.4
15/11/1976,14.1,5.9,10,0
16/11/1976,14.5,4,9.3,0
17/11/1976,10.4,2.4,6.4,0
18/11/1976,12.4,5,8.7,0
19/11/1976,11.7,6.9,9.3,0
20/11/1976,10,4,7,2.8
21/11/1976,10.4,7.1,8.7,31.4
22/11/1976,12.1,6.4,9.3,0.2
23/11/1976,11.1,2.5,6.8,2.2
24/11/1976,10.1,0.3,5.2,0.4
25/11/1976,12,2.5,7.3,0
26/11/1976,10.4,-0.2,5.1,0
27/11/1976,7.4,0.9,4.2,0
28/11/1976,8.9,1,5,0
29/11/1976,9.4,1.9,5.7,0
30/11/1976,11.7,4.5,8.1,0
01/12/1976,13.6,8.3,11,0.1
02/12/1976,13.2,7.4,10.3,1.6
03/12/1976,12.7,0.6,6.6,0.2
04/12/1976,9.8,2.3,6.1,4.3
05/12/1976,10.3,3.6,7,1.3
06/12/1976,9.8,3.2,6.5,0.2
07/12/1976,9.7,2.1,5.9,0.2
08/12/1976,10.4,0,5.2,0
09/12/1976,10.5,3.1,6.8,0
10/12/1976,10.7,5.3,8,18
11/12/1976,8.1,0.6,4.4,0.1
12/12/1976,7.8,-2.8,2.5,0
13/12/1976,6.8,-2.4,2.2,0.6
14/12/1976,5.1,-4.1,0.5,0.4
15/12/1976,3,0.6,1.8,1.2
16/12/1976,3.3,1.2,2.2,0.1
17/12/1976,3.3,1.8,2.6,1.4
18/12/1976,5.2,2.4,3.8,0.7
19/12/1976,7.7,4.2,6,6.8
20/12/1976,8.3,5.9,7.1,0.8
21/12/1976,10,6.3,8.2,0
22/12/1976,11.6,7.3,9.5,6.6
23/12/1976,9.7,2.4,6.1,0
24/12/1976,7.5,-0.3,3.6,0
25/12/1976,4.6,0.6,2.6,0.3
26/12/1976,4.7,-1.4,1.6,0.1
27/12/1976,6.5,-0.1,3.2,0.1
28/12/1976,1.3,-3.2,-0.9,0.2
29/12/1976,1.6,-0.6,0.5,2
30/12/1976,3.1,-5.4,-1.1,0
31/12/1976,0.1,-3.1,-1.5,0
01/01/1977,2.1,-1,0.6,2
02/01/1977,4.8,1,2.9,0.8
03/01/1977,6.9,3.3,5.1,0.2
04/01/1977,6.2,4.1,5.1,4.2
05/01/1977,7.6,5.1,6.4,0.1
06/01/1977,7.8,5.8,6.8,0
07/01/1977,8.9,6.1,7.5,0
08/01/1977,7.4,3.9,5.6,0.1
09/01/1977,6.7,4,5.3,0
10/01/1977,9.4,2.9,6.1,0
11/01/1977,13.3,5.3,9.3,4.2
12/01/1977,12.3,5,8.6,1.2
13/01/1977,7.7,-0.3,3.7,0
14/01/1977,8,-3.2,2.4,0.1
15/01/1977,8.5,-1.1,3.7,0
16/01/1977,3.8,-3.2,0.3,0
17/01/1977,6.6,-2.9,1.9,0
18/01/1977,6.8,-3.8,1.5,0
19/01/1977,5,-5.2,-0.1,0
20/01/1977,3.6,0.5,2,0
21/01/1977,5.1,0,2.6,0
22/01/1977,6.4,1.5,4,0
23/01/1977,4.7,2.5,3.6,0.2
24/01/1977,10.4,1.2,5.8,1.2
25/01/1977,9.5,-0.1,4.7,0
26/01/1977,10.9,1.8,6.4,0.5
27/01/1977,8.6,4.2,6.4,0
28/01/1977,6.8,4.4,5.6,0
29/01/1977,9.8,2,5.9,2.6
30/01/1977,12.7,2.1,7.4,0
31/01/1977,10.3,3.1,6.7,19
01/02/1977,10.4,3.4,6.9,0
02/02/1977,9.2,1,5.1,0
03/02/1977,8.2,-1.1,3.6,0
04/02/1977,8.5,-2,3.3,0
05/02/1977,10,2.3,6.2,0
06/02/1977,9.9,0.2,5,0.6
07/02/1977,7.1,0.1,3.6,0
08/02/1977,6.1,4,5.1,0
09/02/1977,6.5,3.6,5.1,0
10/02/1977,12,5.8,8.9,0.1
11/02/1977,12.8,4.4,8.6,1.4
12/02/1977,12.2,5.7,9,0.2
13/02/1977,11.9,3.4,7.7,1.4
14/02/1977,10,2.9,6.5,0
15/02/1977,7.9,2,5,0
16/02/1977,8.1,3.1,5.6,8.8
17/02/1977,8.4,1.3,4.8,0.2
18/02/1977,9.2,4,6.6,0.6
19/02/1977,9.5,5.6,7.6,0
20/02/1977,14.2,6,10.1,0
21/02/1977,17.1,10.1,13.6,2.2
22/02/1977,12.4,7,9.7,6.4
23/02/1977,17.1,7,12.1,0
24/02/1977,13.8,6.9,10.4,1
25/02/1977,16.3,7.6,11.9,0.1
26/02/1977,15.2,4.4,9.8,0.8
27/02/1977,12.1,2.1,7.1,5
28/02/1977,9.7,0.7,5.2,0
01/03/1977,12.4,-1.2,5.6,0
02/03/1977,12.1,0.9,6.5,0
03/03/1977,11.1,0.7,5.9,0
04/03/1977,13,2,7.5,0
05/03/1977,14.5,2.2,8.4,0
06/03/1977,9.6,4,6.8,0
07/03/1977,11.2,6.8,9,0
08/03/1977,15.5,5.3,10.4,0
09/03/1977,15.1,3.3,9.2,0.2
10/03/1977,13.4,4,8.7,0
11/03/1977,14.5,5,9.8,2
12/03/1977,18,9.2,13.6,0
13/03/1977,16.9,6.1,11.5,0
14/03/1977,17.6,4,10.8,0
15/03/1977,16.6,5.7,11.2,0
16/03/1977,16.5,2.9,9.7,0
17/03/1977,16.4,3.2,9.8,0
18/03/1977,14.8,4.6,9.7,0
19/03/1977,15.9,6.9,11.4,0.4
20/03/1977,16.9,4.5,10.7,0.2
21/03/1977,18.2,6.9,12.6,0
22/03/1977,22.2,8.5,15.4,0
23/03/1977,17.2,9.8,13.5,0.2
24/03/1977,15.3,9.5,12.4,0
25/03/1977,21.1,9.2,15.2,0
26/03/1977,23.7,8.4,16.1,0
27/03/1977,22.4,9.8,16.1,0
28/03/1977,21,9.8,15.4,0.6
29/03/1977,15.4,8.4,11.9,22.4
30/03/1977,8.7,1.7,5.2,25.2
31/03/1977,8.1,2.4,5.3,0
01/04/1977,13.7,4.5,9.1,0
02/04/1977,13.7,3.8,8.8,0
03/04/1977,15,6.3,10.7,0
04/04/1977,20.2,7.2,13.7,0
05/04/1977,18.3,5.5,11.9,1.4
06/04/1977,14.4,1.7,8.1,0
07/04/1977,16.5,5.7,11.1,0.1
08/04/1977,13.2,9.4,11.3,2.8
09/04/1977,12.2,6.7,9.5,2.4
10/04/1977,8.5,4.6,6.5,0
11/04/1977,10.7,3.2,7,4.2
12/04/1977,13.5,1.9,7.7,0
13/04/1977,16.8,2.5,9.6,0
14/04/1977,18.1,6.3,12.2,9.6
15/04/1977,13.3,3,8.1,0
16/04/1977,15.9,1.3,8.6,0
17/04/1977,15.7,3.3,9.5,0
18/04/1977,17.9,2.8,10.4,0
19/04/1977,18.8,4.5,11.7,0
20/04/1977,15.8,6,10.9,0
21/04/1977,15.5,6,10.8,0
22/04/1977,21.1,4.4,12.8,0
23/04/1977,24,8.9,16.5,0
24/04/1977,25.7,11.1,18.4,0
25/04/1977,20,10.2,15.1,0
26/04/1977,20.6,6.7,13.7,0
27/04/1977,20.7,8.7,14.7,0
28/04/1977,22.9,13.3,18.1,0
29/04/1977,22.5,13.7,18.1,0
30/04/1977,23.6,14.2,18.9,0
01/05/1977,19.8,13.9,16.9,0
02/05/1977,22.1,12.6,17.3,0
03/05/1977,20.1,10.4,15.3,0
04/05/1977,20.7,11.7,16.2,3.1
05/05/1977,21.4,8.3,14.9,0
06/05/1977,20.1,5.5,12.8,0.1
07/05/1977,19.2,5.8,12.5,1.4
08/05/1977,15.6,8.3,12,2
09/05/1977,14.7,5.6,10.2,6.8
10/05/1977,20.8,7.7,14.3,0
11/05/1977,22.1,7.1,14.6,0
12/05/1977,23.5,8.1,15.8,0
13/05/1977,21,12.1,16.6,5.2
14/05/1977,21.8,10.2,16,0.1
15/05/1977,20.1,10.4,15.3,5.4
16/05/1977,21.3,9.7,15.5,4.2
17/05/1977,21.1,11.5,16.3,2
18/05/1977,17.9,14.4,16.2,6.2
19/05/1977,21.3,13.5,17.4,0.3
20/05/1977,26,12.1,19.1,0
21/05/1977,25.1,11.9,18.5,0
22/05/1977,23.8,12.1,18,0
23/05/1977,24,15.2,19.6,0
24/05/1977,23.7,13.3,18.5,0
25/05/1977,25.4,11.4,18.4,0
26/05/1977,25.4,15.5,20.5,0.6
27/05/1977,20.1,12.3,16.2,2.1
28/05/1977,20.1,8.5,14.3,0
29/05/1977,21.8,7.5,14.7,0
30/05/1977,24.5,8.2,16.4,0
31/05/1977,24.2,11,17.6,11.4
01/06/1977,19.7,13.1,16.4,0
02/06/1977,20.5,10.9,15.7,0
03/06/1977,21.6,8.9,15.3,0
04/06/1977,22.6,12.2,17.4,0
05/06/1977,25.6,11.6,18.6,0
06/06/1977,26.2,13.1,19.6,0
07/06/1977,27.5,15.1,21.3,0
08/06/1977,25.8,13.7,19.8,0
09/06/1977,28.3,14.9,21.6,0
10/06/1977,27.7,15.7,21.7,0
11/06/1977,29.2,15.6,22.4,0
12/06/1977,29.5,16.6,23.1,0
13/06/1977,31.4,16.3,23.9,0
14/06/1977,28.3,16,22.2,0
15/06/1977,25.5,14.1,19.8,0
16/06/1977,25.4,13.7,19.5,0
17/06/1977,30.6,15.8,23.2,0
18/06/1977,32,15.9,24,0
19/06/1977,28.9,16.7,22.8,0
20/06/1977,29.2,15.5,22.4,0
21/06/1977,27.9,13.7,20.8,1
22/06/1977,25.2,12.9,19.1,0.4
23/06/1977,25.6,15.6,20.6,0.1
24/06/1977,27.5,14,20.8,12.2
25/06/1977,26,13.1,19.5,0.1
26/06/1977,25.4,14,19.7,0.1
27/06/1977,24.6,12.9,18.8,0.2
28/06/1977,26.5,11.1,18.8,0
29/06/1977,27.9,14.7,21.3,0
30/06/1977,27.1,16.8,22,5
01/07/1977,26.3,14.1,20.2,0
02/07/1977,28,13.1,20.6,0
03/07/1977,29.6,14.1,21.9,0
04/07/1977,31.6,17.3,24.5,0
05/07/1977,29.8,17.8,23.8,0
06/07/1977,29.1,18.5,23.8,0.1
07/07/1977,30.3,18,24.2,0
08/07/1977,32.4,20.3,26.4,0
09/07/1977,30.9,18.2,24.5,0
10/07/1977,30,17.5,23.8,0
11/07/1977,30,18.1,24.1,0
12/07/1977,31,17.2,24.1,0
13/07/1977,32.6,17.7,25.2,0
14/07/1977,34.1,18,26,0
15/07/1977,31.1,21.1,26.1,0.1
16/07/1977,28.5,18.2,23.3,0
17/07/1977,28,17.5,22.8,0
18/07/1977,28.9,15.5,22.2,0
19/07/1977,30.3,15.8,23.1,0
20/07/1977,29.8,17.9,23.9,0
21/07/1977,28.9,17.9,23.4,31.2
22/07/1977,22.9,16.2,19.5,3.6
23/07/1977,26.9,14.2,20.6,0
24/07/1977,28.3,13.9,21.1,0
25/07/1977,31.3,15.6,23.4,0
26/07/1977,27.8,16.7,22.3,0.1
27/07/1977,24.8,14.4,19.6,0
28/07/1977,26.5,14.2,20.4,0
29/07/1977,26.7,15.8,21.3,1.4
30/07/1977,27.3,18.8,23.1,3
31/07/1977,27.6,16.6,22.1,0
01/08/1977,25,15.3,20.2,0.1
02/08/1977,24.6,14.9,19.8,0.1
03/08/1977,27.1,12.8,19.9,0
04/08/1977,27.5,16,21.8,0.1
05/08/1977,24.1,17.4,20.7,20
06/08/1977,28.5,16.6,22.5,0
07/08/1977,29,17.4,23.2,0
08/08/1977,28.7,16.8,22.8,0
09/08/1977,28.8,16.4,22.6,0
10/08/1977,27,16,21.5,4
11/08/1977,26.6,14.9,20.7,0
12/08/1977,27.2,15.5,21.4,3.8
13/08/1977,25.8,15.3,20.6,0
14/08/1977,27.2,16.2,21.7,0
15/08/1977,27.9,17,22.5,0
16/08/1977,28.3,17.8,23.1,0
17/08/1977,28.8,19.4,24.1,0
18/08/1977,30.2,20,25.1,1.8
19/08/1977,29,17.3,23.2,0
20/08/1977,24.3,15.8,20.1,3.4
21/08/1977,23.6,15.9,19.7,2.4
22/08/1977,23.3,14.7,19,2.8
23/08/1977,24.2,13.2,18.7,15.4
24/08/1977,24.6,14.2,19.4,0
25/08/1977,25.9,12.2,19,0
26/08/1977,26.6,13,19.8,0
27/08/1977,25.4,16.1,20.7,0.6
28/08/1977,24.7,18.7,21.7,0.4
29/08/1977,26.6,18.7,22.7,0
30/08/1977,25.7,18.9,22.3,5.4
31/08/1977,26,17.6,21.8,0.1
01/09/1977,26,17,21.5,0
02/09/1977,24.1,18.2,21.2,1.2
03/09/1977,26.5,17.1,21.8,0
04/09/1977,27,16.5,21.7,0
05/09/1977,26.2,16.3,21.3,0
06/09/1977,28.1,16.1,22.1,0
07/09/1977,27.9,15.6,21.8,0
08/09/1977,28.2,15.1,21.7,0
09/09/1977,29.1,14.1,21.6,8.6
10/09/1977,23.5,12.4,17.9,0
11/09/1977,24.9,10.5,17.7,0
12/09/1977,25.9,11.6,18.8,0
13/09/1977,25.7,13.5,19.6,0
14/09/1977,22,10.8,16.4,0
15/09/1977,23.7,9.7,16.7,0
16/09/1977,24.7,12.5,18.6,0
17/09/1977,17.2,10.2,13.7,12.7
18/09/1977,14.1,6.7,10.4,7.4
19/09/1977,17.1,6.2,11.7,56.6
20/09/1977,17.1,9,13,0
21/09/1977,18.7,7.5,13.1,0.2
22/09/1977,17,7,12,3.6
23/09/1977,19.1,9.4,14.3,3.2
24/09/1977,19.9,8,14,0
25/09/1977,20.3,8.4,14.4,0
26/09/1977,20.5,6.6,13.6,0
27/09/1977,20.4,9.4,14.9,0
28/09/1977,18,6.8,12.4,0
29/09/1977,18.8,4.9,11.9,0
30/09/1977,20.3,5.3,12.8,0
01/10/1977,22.2,8.8,15.5,0
02/10/1977,21.4,12.1,16.8,4.2
03/10/1977,19.2,8,13.6,0
04/10/1977,20.4,4.4,12.4,0
05/10/1977,20,8,14,0
06/10/1977,24,12,18,0
07/10/1977,25,15.1,20.1,0
08/10/1977,22.3,15.9,19.1,0
09/10/1977,20.4,13.9,17.2,6.8
10/10/1977,20.4,11.2,15.8,10.2
11/10/1977,17.4,14,15.7,6.8
12/10/1977,20.7,13.2,17,0
13/10/1977,20.6,11.9,16.3,0
14/10/1977,20.3,10.7,15.5,0
15/10/1977,20.2,9.1,14.6,0
16/10/1977,18.5,8.6,13.6,0
17/10/1977,18.5,6.7,12.6,0
18/10/1977,17.8,6.4,12.1,0
19/10/1977,18.3,7.5,12.9,0
20/10/1977,15.9,8.7,12.3,0
21/10/1977,16.5,11.1,13.8,0
22/10/1977,16.9,13.8,15.3,0
23/10/1977,18.5,10.9,14.7,0
24/10/1977,18.9,10.5,14.7,0
25/10/1977,20.6,11,15.8,0
26/10/1977,19.6,10.3,14.9,0
27/10/1977,14.8,9.6,12.2,0
28/10/1977,15,12.5,13.8,0.2
29/10/1977,17.6,11.6,14.6,1.1
30/10/1977,17.9,12.1,15,4
31/10/1977,17.7,9.6,13.7,0
01/11/1977,14,9,11.5,16.8
02/11/1977,16.8,7.3,12.1,0.1
03/11/1977,16.2,7.1,11.7,0.2
04/11/1977,17.8,9.2,13.5,0
05/11/1977,16.6,8.7,12.6,0
06/11/1977,13.7,8.6,11.2,0
07/11/1977,13.4,11,12.2,0
08/11/1977,14,11.5,12.7,0
09/11/1977,13.6,10.9,12.3,0
10/11/1977,13.7,9.7,11.7,0.2
11/11/1977,11.9,8.9,10.4,0
12/11/1977,14,7.5,10.8,0
13/11/1977,15.1,9.2,12.2,10
14/11/1977,13.5,3.8,8.7,0.2
15/11/1977,13.8,2.6,8.2,0
16/11/1977,13,5.5,9.2,11.2
17/11/1977,13.7,0.5,7.1,1.4
18/11/1977,10.4,-0.2,5.1,0
19/11/1977,10.7,-0.5,5.1,0
20/11/1977,11.5,-2.3,4.6,0
21/11/1977,11.5,0.5,6,5.2
22/11/1977,10.3,2.4,6.4,0.1
23/11/1977,8.5,-1.3,3.6,0
24/11/1977,12.2,-3.1,4.6,0
25/11/1977,8.1,-0.2,4,1.3
26/11/1977,7.5,2.2,4.9,9.2
27/11/1977,9.9,-0.1,4.9,0
28/11/1977,6.9,-1.7,2.6,2.2
29/11/1977,5.9,2.7,4.3,12.6
30/11/1977,3.3,-0.2,1.6,0.6
01/12/1977,4.3,0.4,2.4,18.2
02/12/1977,8.3,-0.1,4.1,3.8
03/12/1977,3.6,-2.4,0.6,0.4
04/12/1977,4.6,-1.3,1.7,0
05/12/1977,2.7,-4.4,-0.8,0
06/12/1977,5.3,-4.7,0.3,3.4
07/12/1977,4.8,-1.3,1.8,0
08/12/1977,8.1,-0.2,4,0.1
09/12/1977,11.1,2.8,7,0.1
10/12/1977,8.8,4.8,6.8,0.3
11/12/1977,9.2,3.2,6.2,0
12/12/1977,7.1,2.7,4.9,0
13/12/1977,5.5,2.6,4.1,0
14/12/1977,9,1.3,5.2,0
15/12/1977,9.9,-1.5,4.2,0
16/12/1977,6.3,-2.1,2.1,0
17/12/1977,4.2,-1.1,1.5,0
18/12/1977,1.9,-2.7,-0.4,0
19/12/1977,3.6,-4.1,-0.3,0
20/12/1977,5.4,-4.5,0.5,0
21/12/1977,5.7,-5.1,0.3,0
22/12/1977,7.1,-3.9,1.6,0
23/12/1977,3.8,-1.6,1.1,0
24/12/1977,6.3,0.6,3.5,0
25/12/1977,10.6,-0.5,5,0
26/12/1977,11.1,-1.9,4.6,0
27/12/1977,8.6,-2.4,3.1,0
28/12/1977,9.5,3.4,6.5,9.2
29/12/1977,6,2.7,4.4,0
30/12/1977,4.5,-0.3,2.1,0
31/12/1977,9.9,-2.3,3.8,0
01/01/1978,11.3,-1.9,4.7,0
02/01/1978,9.8,-4.2,2.8,0
03/01/1978,8.4,0.8,4.6,0
04/01/1978,9.5,-1.9,3.8,0
05/01/1978,9.4,-2.4,3.5,0.2
06/01/1978,6.1,-2.1,2,0
07/01/1978,6.3,-6.7,-0.2,0
08/01/1978,6,-4.5,0.7,0
09/01/1978,6.2,-5.9,0.1,0
10/01/1978,4.7,-3.1,0.8,0
11/01/1978,9.5,1,5.3,0
12/01/1978,11.7,8.1,9.9,3.8
13/01/1978,11.3,7.7,9.5,0.4
14/01/1978,11.4,8.2,9.8,15.7
15/01/1978,10,5.6,7.8,0.4
16/01/1978,8.1,3.3,5.7,0
17/01/1978,6.2,1.4,3.8,6.6
18/01/1978,8.7,-0.4,4.1,0
19/01/1978,6.7,3.5,5.1,0
20/01/1978,6,3.4,4.7,5.8
21/01/1978,6.6,2.8,4.7,24.6
22/01/1978,6.9,2,4.5,0
23/01/1978,6.9,1.6,4.2,0
24/01/1978,7.8,-1.6,3.1,0.1
25/01/1978,10.1,1.2,5.6,0
26/01/1978,7.9,-0.5,3.7,0
27/01/1978,9.4,-2.3,3.5,0
28/01/1978,11.1,-0.7,5.2,5.2
29/01/1978,11.1,2,6.6,7.2
30/01/1978,6.4,0.5,3.5,1.4
31/01/1978,5.1,-3.1,1,0.2
01/02/1978,6.9,-4.1,1.4,0.1
02/02/1978,6,-0.8,2.6,5.2
03/02/1978,3.6,-0.9,1.4,0
04/02/1978,5.9,-0.1,2.9,0
05/02/1978,7.1,-1,3.1,0
06/02/1978,7.5,-1,3.2,0
07/02/1978,6.9,0.5,3.7,1.8
08/02/1978,5.3,0.8,3.1,0.2
09/02/1978,6.3,-1.1,2.6,0
10/02/1978,5.7,-1.2,2.3,4.3
11/02/1978,11.2,0.9,6.1,2.6
12/02/1978,12.1,0.7,6.4,0
13/02/1978,9.1,-2,3.6,0
14/02/1978,7.1,-2.4,2.3,0.2
15/02/1978,7.5,-3,2.3,0
16/02/1978,4.4,-3.6,0.4,0
17/02/1978,3.7,-0.1,1.8,0.2
18/02/1978,7.2,1.9,4.6,0
19/02/1978,5.1,1.8,3.5,0.5
20/02/1978,6.7,1.3,4,0
21/02/1978,8.5,-0.3,4.1,0.1
22/02/1978,7.6,1.5,4.6,0
23/02/1978,9.2,2.2,5.7,0
24/02/1978,8.8,5.7,7.3,0
25/02/1978,7.4,5,6.2,1.2
26/02/1978,14,4.8,9.4,0.4
27/02/1978,17.8,4.2,11,3.3
28/02/1978,13.3,7.7,10.5,9.6
01/03/1978,14.9,4.2,9.6,0
02/03/1978,12.9,3,8,0
03/03/1978,11,7.7,9.3,0
04/03/1978,11.2,8.3,9.8,9.2
05/03/1978,12.1,8.7,10.4,10.4
06/03/1978,11.7,7.1,9.4,22.6
07/03/1978,11.8,6.1,9,3.4
08/03/1978,12.6,3.8,8.2,0
09/03/1978,15.4,3.2,9.3,0
10/03/1978,16.7,1.3,9,0
11/03/1978,15.4,2.9,9.2,0
12/03/1978,15.6,3.6,9.6,0
13/03/1978,14.1,5.4,9.8,5.4
14/03/1978,12.4,7.1,9.8,3
15/03/1978,15.5,5.4,10.5,0
16/03/1978,17,4.6,10.8,0.4
17/03/1978,17.9,6.7,12.3,0
18/03/1978,13.9,3.7,8.8,0
19/03/1978,11.2,1.6,6.4,0.1
20/03/1978,14.4,-0.7,6.9,0
21/03/1978,19.6,3.8,11.7,1.2
22/03/1978,14.9,2,8.4,0
23/03/1978,11.7,0.1,5.9,6.2
24/03/1978,11.3,1.3,6.3,0.1
25/03/1978,15.4,0.6,8,0
26/03/1978,17.5,2.4,10,10
27/03/1978,14.8,2.6,8.7,0
28/03/1978,17,1.8,9.4,0
29/03/1978,18,3.2,10.6,0
30/03/1978,18,6.6,12.3,0
31/03/1978,14.5,9.7,12.1,0
01/04/1978,13.8,9.4,11.6,1
02/04/1978,15.6,7,11.3,0
03/04/1978,16.4,6.3,11.4,0.1
04/04/1978,16.7,9.5,13.1,0
05/04/1978,14.6,8,11.3,1.9
06/04/1978,12.7,8.6,10.6,0.2
07/04/1978,11.6,6.3,8.9,5.4
08/04/1978,10.1,5.6,7.9,4.6
09/04/1978,15.2,6.1,10.7,0.1
10/04/1978,17.5,7.4,12.5,0.1
11/04/1978,18.1,6.7,12.4,18.4
12/04/1978,17.3,10.8,14.1,0.1
13/04/1978,10.6,7.2,8.9,21.7
14/04/1978,15.9,7.4,11.7,7.1
15/04/1978,11.1,7.4,9.3,10.8
16/04/1978,14.1,5.3,9.7,0
17/04/1978,11.7,2.3,7,0
18/04/1978,14.2,3,8.6,0.1
19/04/1978,15.9,1.9,8.9,0
20/04/1978,17.3,5.4,11.3,0
21/04/1978,17,4.6,10.8,0
22/04/1978,17.6,7.3,12.5,0
23/04/1978,18,5.9,11.9,0
24/04/1978,18.2,6.7,12.5,0.3
25/04/1978,16.4,5.6,11,0
26/04/1978,18.7,8.7,13.7,1.6
27/04/1978,19.3,7.7,13.5,3.8
28/04/1978,21.2,7.6,14.4,0
29/04/1978,19,5.8,12.4,0
30/04/1978,18.1,10.8,14.5,0
01/05/1978,21,11.3,16.2,0.4
02/05/1978,21.2,10.3,15.8,0
03/05/1978,23.6,8.8,16.2,0
04/05/1978,21.6,10.1,15.9,0
05/05/1978,17.2,10.8,14,13.6
06/05/1978,19.6,11.9,15.8,0.2
07/05/1978,19.7,10.2,15,0.4
08/05/1978,20.9,10.8,15.8,0.4
09/05/1978,22.2,12.6,17.4,0.3
10/05/1978,18.3,8.7,13.5,15.6
11/05/1978,19.4,6,12.7,4
12/05/1978,14.2,5.8,10,1.4
13/05/1978,12.8,7.3,10.1,1.2
14/05/1978,16.9,6.6,11.8,0
15/05/1978,17.6,6.9,12.3,1.2
16/05/1978,20.7,5.4,13.1,0
17/05/1978,18.2,9.9,14.1,0
18/05/1978,20.3,11.8,16.1,0.2
19/05/1978,19.5,14.2,16.9,0
20/05/1978,21.7,14.5,18.1,0.1
21/05/1978,19.4,13.9,16.7,3
22/05/1978,23.3,12,17.7,1.2
23/05/1978,21.8,11.8,16.8,0
24/05/1978,22.6,9.8,16.2,0
25/05/1978,22.3,11.6,16.9,7
26/05/1978,22.9,10.1,16.5,4.2
27/05/1978,20,12.4,16.2,1.4
28/05/1978,23.1,11.7,17.4,0.1
29/05/1978,25.6,11.1,18.4,0.3
30/05/1978,23,12.3,17.7,0
31/05/1978,23.2,12.8,18,0
01/06/1978,25.3,12.4,18.9,0
02/06/1978,27,12.8,19.9,0
03/06/1978,28.7,13.7,21.2,0
04/06/1978,28,13.2,20.6,0
05/06/1978,28.9,13.8,21.4,0
06/06/1978,29.6,13.9,21.8,0
07/06/1978,30.3,16.2,23.2,0
08/06/1978,28.4,15.6,22,0
09/06/1978,29.1,16.2,22.7,0
10/06/1978,28.2,15.7,22,0
11/06/1978,29.8,19.5,24.7,0
12/06/1978,26.8,18.2,22.5,0
13/06/1978,21.4,14.8,18.1,2.4
14/06/1978,19.1,13.8,16.5,7.6
15/06/1978,18.1,13.9,16,13.2
16/06/1978,24.1,12.6,18.4,0
17/06/1978,22.5,13.4,18,4.8
18/06/1978,24.2,9.6,16.9,0
19/06/1978,24.2,12.2,18.2,0
20/06/1978,25.3,12.3,18.8,5.6
21/06/1978,24.2,13.8,19,17.2
22/06/1978,25.9,11.7,18.8,0
23/06/1978,28,13.2,20.6,0
24/06/1978,26.8,13.6,20.2,0
25/06/1978,26.8,10.6,18.7,0
26/06/1978,23.5,10.4,17,1.2
27/06/1978,21.6,12.2,16.9,17.4
28/06/1978,23.3,11.8,17.6,0.5
29/06/1978,24.9,9.5,17.2,0
30/06/1978,26.5,11.7,19.1,0
01/07/1978,25.7,15.7,20.7,14.4
02/07/1978,24.2,15.1,19.7,0
03/07/1978,27.4,13.8,20.6,0
04/07/1978,27.9,15.5,21.7,0.1
05/07/1978,26.5,13.9,20.2,3
06/07/1978,25.7,12.7,19.2,0
07/07/1978,21.7,12.3,17,9.8
08/07/1978,23.9,11.3,17.6,0
09/07/1978,28,10.8,19.4,0
10/07/1978,27,14.2,20.6,0
11/07/1978,27.4,15.1,21.3,0
12/07/1978,28.9,15.9,22.4,0
13/07/1978,29.9,16.4,23.2,0
14/07/1978,29.8,18.6,24.2,10.6
15/07/1978,27.6,18.3,23,0.4
16/07/1978,28.2,17.4,22.8,0
17/07/1978,29.7,18.8,24.3,0
18/07/1978,32.5,18.1,25.3,0
19/07/1978,27,17.4,22.2,0
20/07/1978,28,15.9,22,0
21/07/1978,27.9,16,22,6.8
22/07/1978,25.1,14.3,19.7,0
23/07/1978,25.9,12.9,19.4,0
24/07/1978,26.9,12.7,19.8,0
25/07/1978,28,14.5,21.2,0
26/07/1978,28.7,14.9,21.8,0
27/07/1978,27.4,17.7,22.6,0
28/07/1978,29.4,17.7,23.6,0
29/07/1978,30,16.8,23.4,0
30/07/1978,30.1,17.6,23.8,0
31/07/1978,27.8,18.6,23.2,0
01/08/1978,29.3,18.5,23.9,0
02/08/1978,30.5,17.9,24.2,0
03/08/1978,31.4,19,25.2,0.1
04/08/1978,28.9,20.7,24.8,2.4
05/08/1978,29.6,19.4,24.5,0
